,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,intercept,p_value,slope,std_error
136,USGS,02397430,"CEDAR CREEK AT WEST AVE, AT CEDARTOWN, GA",ST,34.01121158,-85.2652297,U,NAD83,,,,3150105.0,-0.7071067811865477,0.0,0.00078786270884295,0.0
137,USGS,02397500,"CEDAR CREEK NEAR CEDARTOWN, GA",ST,34.06145999,-85.313023,U,NAD83,724.72,0.01,NGVD29,3150105.0,0.9276445171597328,0.001486313274829909,-9.467738575287542e-05,2.552118222581517e-05
138,USGS,03560000,"FIGHTINGTOWN CREEK AT MCCAYSVILLE, GA",ST,34.98146919,-84.38659,U,NAD83,1449.75,0.01,NGVD29,6020003.0,-0.595260348703333,0.002362189257408054,0.0003079065556463638,1.4991557573532481e-05
139,USGS,03567200,"WEST CHICKAMAUGA CREEK NEAR KENSINGTON, GA",ST,34.802855799999996,-85.3477359,U,NAD83,760.0,5.0,NGVD29,6020001.0,-0.5830952119211947,0.04681661590798245,0.0003230188733339952,0.00012305650090510236
0,USGS,16013000,"MOHIHI STREAM AT ALT 3420 FT NR WAIMEA,KAUAI,HI",ST,22.11712165,-159.6010913,U,NAD83,3420.0,10.0,LMSL,20070000.0,-0.7071067811865475,0.0,0.0036924636093292294,0.0
1,USGS,16018000,"KOAIE STREAM NEAR WAIMEA,KAUAI,HI",ST,22.07769446,-159.643039,U,NAD83,850.0,10.0,LMSL,20070000.0,-0.7071067811865475,0.0,0.0036924636093292294,0.0
2,USGS,16097000,"POHAKUHONU STREAM NR KILAUEA,KAUAI, HI",ST,22.177830899999996,-159.424979,U,NAD83,401.7,0.01,LMSL,20070000.0,-0.7071067811865475,0.0,0.0026633023773504614,0.0
3,USGS,16211000,"POAMOHO STREAM NEAR WAHIAWA, OAHU, HI",ST,21.52016135,-157.9791959,U,NAD83,1150.0,10.0,LMSL,20060000.0,1.131978567133972,0.028247750357660247,-0.0026824136661942463,0.0004606523661049955
4,USGS,16226200,"N. Halawa Str nr Honolulu, Oahu, HI",ST,21.381999999999998,-157.9033333,S,NAD83,160.0,10.0,LMSL,20060000.0,-0.8491383815904208,0.002057519805714169,0.00014425442645074613,4.2879425083416716e-05
5,USGS,16244000,"Pukele Stream near Honolulu, Oahu, HI",ST,21.30666667,-157.7883333,S,NAD83,344.78,0.01,LMSL,20060000.0,-0.5448205327465373,0.023940969710493105,6.966975749701357e-05,2.862232534601755e-05
6,USGS,16247000,"Palolo Stream near Honolulu, Oahu, HI",ST,21.28927778,-157.8046389,S,NAD83,95.0,5.0,LMSL,20060000.0,0.8667134509468329,0.0024477515581251942,-9.067581581041055e-05,2.6508562080673666e-05
7,USGS,16247550,"Wailupe Gulch at E. Hind Dr. Bridge, Oahu, HI",ST,21.28533333,-157.7540556,S,NAD83,50.0,10.0,LMSL,20060000.0,0.7071067811865476,0.0,-0.004052187857802565,0.0
8,USGS,16283000,"Kahaluu Stream near Heeia, Oahu, HI",ST,21.43527778,-157.85305559999998,S,NAD83,357.52,0.01,LMSL,20060000.0,0.7071067811865474,0.0,-0.004667371492980511,0.0
9,USGS,16283480,"Ahuimanu Str nr Kahaluu, Oahu, HI",ST,21.44791667,-157.8343889,5,NAD83,25.0,5.0,LMSL,20060000.0,0.5522077003849003,0.03343600010518953,-7.357373930916e-05,3.3400831143469545e-05
10,USGS,16296500,"Kahana Str at alt 30 ft nr Kahana, Oahu, HI",ST,21.5406111,-157.8825556,S,NAD83,30.0,20.0,LMSL,20060000.0,-0.6968483427846938,0.003479319604177283,8.068195249029804e-05,2.6188242355667365e-05
11,USGS,16403900,"KAWAINUI STREAM NR PELEKUNU, MOLOKAI, HI",ST,21.12987029,-156.87441,U,NAD83,770.0,10.0,LMSL,20050000.0,-0.7071067811865475,0.0,0.0035802874996787213,0.0
12,USGS,16415700,"Kamalo Gulch near Kamalo, Molokai, HI",ST,21.04877778,-156.88205559999997,1,NAD83,20.0,0.1,LMSL,20050000.0,1.2050897540559709,0.013146146070801414,-0.0015773426100209043,0.0002979071219376118
13,USGS,16500300,"Hawelewele Gulch near Kaupo, Maui, HI",ST,20.6301111,-156.182861,S,NAD83,70.0,20.0,LMSL,20020000.0,0.8927769371672081,0.0004197134530872062,-0.00012827869205908444,3.309872791820245e-05
14,USGS,16614000,"Waihee Rv abv Waihee Dtch intk nr Waihee, Maui, HI",ST,20.9358611,-156.5468333,5,NAD83,605.0,20.0,LMSL,20020000.0,0.9764694899512499,0.0001617235102078738,-0.00016583729274482256,3.8810850719081324e-05
15,USGS,16717000,"Honolii Stream nr Papaikou, HI",ST,19.76433333,-155.15183330000002,5,NAD83,1540.0,10.0,LMSL,20010000.0,0.4737601540175171,0.046841972541124446,-5.628206608877929e-05,2.7553424120959796e-05
16,USGS,16717820,"Manowaiopae Stream near Laupahoehoe, HI",ST,19.9733305,-155.24306,U,NAD83,900.0,10.0,LMSL,20010000.0,0.7071067811865474,0.0,-0.014430750636460151,0.0
17,USGS,16720000,"Kawainui Stream nr Kamuela, HI",ST,20.08533333,-155.68116669999998,S,NAD83,4060.0,20.0,LMSL,20010000.0,0.7149979249713694,0.002635055971710087,-8.289690850305846e-05,2.6067218304997837e-05
18,USGS,16725000,"Alakahi Stream near Kamuela, HI",ST,20.07108333,-155.67075,5,NAD83,3900.0,20.0,LMSL,20010000.0,0.6297497181153296,0.011231574193320422,-7.565924408185614e-05,2.858500526537634e-05
19,USGS,16753000,"Keanahalululu Gulch near Kawaihae, HI",ST,20.06730556,-155.85019440000002,1,NAD83,130.0,0.3,LMSL,20010000.0,1.2153765620223023,0.030508789541302206,-0.001218422618568724,0.0003715020798872062
20,USGS,16756500,"Keanuiomano Stream near Kamuela, HI",ST,20.02688889,-155.698611,S,NAD83,2420.0,20.0,LMSL,20010000.0,0.49945851342800235,0.04043735761759371,-5.790389764182903e-05,2.7458319955922237e-05
21,USGS,16759300,"Waiaha Stream at Luawai nr Holualoa, HI",ST,19.63363684,-155.92638159999998,S,NAD83,2580.0,20.0,LMSL,20010000.0,-0.7071067811865476,0.0,0.004910463758239914,0.0
22,USGS,211722157485601,"H-1 storm drain at Kapiolani Ave, Oahu, HI",FA-STS,21.28944444,-157.81555559999998,5,NAD83,20.0,5.0,LMSL,20060000.0,-0.9964160873584011,0.04410897851416473,0.0016491494329003657,0.000492508548308272
23,USGS,212353157533001,"N. Halawa Valley, Storm Drain C nr Aiea, Oahu, HI",FA-STS,21.39180424,-157.88592119999998,S,NAD83,336.22,0.01,LMSL,20060000.0,-1.0546400574355659,0.026340966854936705,0.0005551002742615065,0.00020922513776276653
0,USGS,10080000,"BEAR RIVER BELOW GRACE DAM, NEAR GRACE, ID",ST,42.5863091,-111.7316174,F,NAD83,,,,16010202.0,1.2511184450929893,0.040891464756950345,-0.0006352646547721808,0.00025393502346944725
1,USGS,10090800,BATTLE CREEK TRIB NR TREASURETON ID,ST,42.27769999,-111.8146729,F,NAD83,5180.0,20.0,NGVD29,16010202.0,-1.056769707240735,0.039803063251532086,0.0005247118705266807,0.00021398035954767942
2,USGS,10092700,BEAR RIVER AT IDAHO-UTAH STATE LINE,ST,42.012980799999994,-111.92133999999999,F,NAD83,4420.0,20.0,NGVD29,16010202.0,0.9716529462352318,1.6112730924026075e-05,-0.00011662564891286699,2.4141058143734163e-05
3,USGS,10172970,ROCK CREEK NR HOLBROOK ID,ST,42.22388889,-112.73,S,NAD83,5000.0,20.0,NGVD29,16020309.0,-1.0861372071501922,0.031319157015660404,0.0005547743421954195,0.0002128747108637044
4,USGS,12318500,KOOTENAI RIVER NR COPELAND ID,ST,48.905,-116.40194440000002,S,NAD83,1700.0,20.0,NGVD29,17010104.0,0.9456248663171699,0.0030438856403291283,-0.00023992688279420745,7.165083218467267e-05
5,USGS,12321000,SMITH CREEK NR PORTHILL ID,ST,48.961059000000006,-116.5566028,S,NAD83,1770.0,20.0,NGVD29,17010104.0,-0.7071067811865476,0.0,0.004006270714937947,0.0
6,USGS,12392450,RAPID LIGHTNING CREEK NR COLBURN ID,ST,48.366944399999994,-116.40194440000002,S,NAD83,2100.0,10.0,NGVD29,17010214.0,-0.7071067811865476,0.0,0.005397761688446928,0.0
7,USGS,12392800,HORNBY CREEK NR DOVER ID,ST,48.25269728,-116.63158130000001,F,NAD83,2090.0,20.0,NGVD29,17010214.0,-0.7071067811865477,0.0,0.003874557705131768,0.0
8,USGS,12413040,SF COEUR D ALENE R ABV DEADMAN GULCH NR MULLAN ID,ST,47.4732641,-115.766547,S,NAD83,3400.0,10.0,NGVD29,17010302.0,0.7071067811865476,0.0,-0.004364856673991034,0.0
9,USGS,12413200,MONTGOMERY CREEK NR KELLOGG ID,ST,47.55270197,-116.07238799999999,F,NAD83,2520.0,20.0,NGVD29,17010302.0,-0.7071067811865475,0.0,0.00523782800878924,0.0
10,USGS,12413400,WF PINE CREEK NR PINEHURST ID,ST,47.42491807,-116.2982212,F,NAD83,3040.0,20.0,NGVD29,17010302.0,-0.7071067811865475,0.0,0.00392837100659193,0.0
11,USGS,12414400,EF BIG CREEK NR CALDER ID,ST,47.3018644,-116.11904879999999,F,NAD83,2400.0,20.0,NGVD29,17010304.0,-1.0242502691275863,0.03858945054551231,0.0007205137112824978,0.00028351926991111297
12,USGS,12415140,"ST JOE RIVER NEAR CHATCOLET, ID",ST,47.3612972,-116.69156389999999,1,NAD83,,,,17010304.0,-1.237763571732176,0.006758337641080666,0.0014259948983089586,0.00027705216459464603
13,USGS,12415250,PLUMMER CREEK NR PLUMMER ID,ST,47.359444399999994,-116.78694440000001,S,NAD83,2118.12,0.01,NGVD29,17010304.0,-0.7071067811865475,0.0,0.0035355339059327372,0.0
14,USGS,12415285,FIGHTING CREEK NEAR ROCKFORD BAY ID,ST,47.51351489,-116.90963,S,NAD83,2150.0,10.0,NGVD29,17010303.0,-0.7071067811865475,0.0,0.004285495643554833,0.0
15,USGS,12415290,CARLIN CREEK NEAR HARRISON ID,ST,47.53407308,-116.75407040000002,S,NAD83,2160.0,10.0,NGVD29,17010303.0,-0.7071067811865476,0.0,0.0037413057205637435,0.0
16,USGS,13027200,BEAR CANYON NR FREEDOM WY,ST,42.97714247,-111.19632790000001,F,NAD83,6220.0,20.0,NGVD29,17040105.0,-0.7071067811865476,0.0,0.004087322434604321,0.0
17,USGS,13030000,INDIAN CREEK AB RESERVOIR NR ALPINE WY,ST,43.2596435,-111.06743519999999,F,NAD83,5820.0,20.0,NGVD29,17040104.0,0.7071067811865474,0.0,-0.0039613825276557275,0.0
18,USGS,13030500,ELK CREEK AB RESERVOIR NR IRWIN ID,ST,43.32325384,-111.1129942,S,NAD83,5640.0,20.0,NGVD29,17040104.0,-0.7071067811865476,0.0,0.003781319685489559,0.0
19,USGS,13032000,BEAR CREEK AB RESERVOIR NR IRWIN ID,ST,43.283251799999995,-111.2221652,F,NAD83,5640.0,20.0,NGVD29,17040104.0,-0.7071067811865475,0.0,0.003972510006665997,0.0
20,USGS,13038900,TARGHEE CREEK NR MACKS INN ID,ST,44.647145200000004,-111.34245320000001,F,NAD83,6600.0,20.0,NGVD29,17040202.0,1.2767285549443064,0.00123556669643384,-0.0006930866162161264,0.00014967432259964335
21,USGS,13042500,HENRYS FORK NR ISLAND PARK ID,ST,44.41666667,-111.3947222,S,NAD83,6225.0,20.0,NGVD29,17040202.0,0.504850867136708,0.04259645987348031,-6.120243060521746e-05,2.9308127747303622e-05
22,USGS,13046000,HENRYS FORK NR ASHTON ID,ST,44.0697222,-111.51055559999999,S,NAD83,5090.0,20.0,NGVD29,17040203.0,0.5717719578482795,0.020118070094168418,-6.95612078650454e-05,2.8843266333289236e-05
23,USGS,13047500,FALL RIVER NR SQUIRREL ID,ST,44.068611100000005,-111.24138889999999,S,NAD83,5589.0,20.0,NGVD29,17040203.0,0.6533129185044559,0.00736191790683056,-7.963557174369451e-05,2.8337889626991377e-05
24,USGS,13050800,MOOSE CREEK NR VICTOR ID,ST,43.56325477,-111.0674413,F,NAD83,6500.0,20.0,NGVD29,17040204.0,-0.7071067811865475,0.0,0.0039174890924462465,0.0
25,USGS,13057000,SNAKE RIVER NR MENAN ID,ST,43.75277778,-111.97916670000001,S,NAD83,4800.0,0.1,NGVD29,17040201.0,-0.8340875304124142,0.03354584422380772,0.00030783107251167456,0.0001306312558860731
26,USGS,13057600,HOMER CREEK NR HERMAN ID,ST,43.1929735,-111.6230087,F,NAD83,6300.0,20.0,NGVD29,17040205.0,-0.7071067811865476,0.0,0.004017652165832657,0.0
27,USGS,13058000,WILLOW CREEK NR RIRIE ID,ST,43.5833333,-111.74611100000001,S,NAD83,4950.0,20.0,NGVD29,17040205.0,1.0767629916875503,0.00024707162843704054,-0.00015485512531075127,3.649129612047023e-05
28,USGS,13063000,BLACKFOOT RIVER AB RESERVOIR NR HENRY ID,ST,42.81527778,-111.50666670000001,S,NAD83,6259.36,0.1,NGVD29,17040207.0,0.8639468025139311,0.00035676317762769886,-0.00010242230832905732,2.495982594266857e-05
29,USGS,13066000,BLACKFOOT RIVER NR SHELLEY ID,ST,43.26277778,-112.04777779999999,S,NAD83,4650.0,20.0,NGVD29,17040207.0,0.8034995512523224,0.0017469247221891286,-0.00011218378761891316,3.331123542756853e-05
30,USGS,13068501,BLACKFOOT RIVER AND BYPASS CHANNEL NR BLACKFOOT ID,ST,43.13047008,-112.47720359999998,F,NAD83,,,,17040207.0,0.9073461248768023,0.00013746540009762067,-0.00011640138170144324,2.7739306587100843e-05
31,USGS,13073000,PORTNEUF RIVER AT TOPAZ ID,ST,42.6247222,-112.08805559999999,S,NAD83,4918.0,0.1,NGVD29,17040208.0,0.6407614959804858,0.008513766486517835,-7.830107114990851e-05,2.842579425616131e-05
32,USGS,13075000,MARSH CREEK NR MCCAMMON ID,ST,42.63,-112.22555559999999,S,NAD83,4610.0,1.0,NGVD29,17040208.0,0.787231910162968,0.0010696770756823718,-9.519453602982206e-05,2.717640930958435e-05
33,USGS,13075300,EF MINK CREEK NR POCATELLO ID,ST,42.73880308,-112.39247569999999,F,NAD83,5200.0,20.0,NGVD29,17040208.0,-0.7071067811865474,0.0,0.003939313544214749,0.0
34,USGS,13075500,PORTNEUF RIVER AT POCATELLO ID,ST,42.87166667,-112.46805559999999,S,NAD83,4418.41,0.01,NGVD29,17040208.0,0.7243073220969202,0.0026104664051490997,-8.849861830435008e-05,2.7727382181994785e-05
35,USGS,13075600,NF POCATELLO CREEK NR POCATELLO ID,ST,42.88602574,-112.3966438,F,NAD83,4870.0,20.0,NGVD29,17040208.0,-0.7071067811865476,0.0,0.004777748521530727,0.0
36,USGS,13075983,SPRING CREEK AT SHEEPSKIN RD NR FORT HALL ID,ST,43.0425,-112.55,1,NAD83,,,,17040206.0,1.1986591892582439,1.968412495001637e-06,-0.00018842440950020002,3.272432532209596e-05
37,USGS,1307599660,WEST FORK CREEK NR ARBON ID,ST,42.587969799999996,-112.5885923,F,NAD83,4970.0,20.0,NGVD29,17040206.0,0.7071067811865476,0.0,-0.002202824863509494,0.0
38,USGS,1307599910,SAWMILL CREEK NR ARBON ID,ST,42.652222200000004,-112.7047222,S,NAD83,5190.0,1.0,NGVD29,17040206.0,0.7071067811865477,0.0,-0.0037413057205637435,0.0
39,USGS,13076100,RATTLESNAKE CREEK NR POCATELLO ID,ST,42.701024600000004,-112.5585929,1,NAD83,4980.0,20.0,NGVD29,17040206.0,-0.7071067811865475,0.0,0.003616914481772621,0.0
40,USGS,13076110,BANNOCK CREEK BL RATTLESNAKE CREEK NR ARBON ID,ST,42.70130220000001,-112.6022058,F,NAD83,4710.0,20.0,NGVD29,17040206.0,-0.7071067811865476,0.0,0.003781319685489559,0.0
41,USGS,13077600,EF ROCK CREEK NR ROCK CREEK,ST,42.56138889,-112.7888889,S,NAD83,5030.0,20.0,NGVD29,17040206.0,-0.7071067811865474,0.0,0.002000302068420219,0.0
42,USGS,13078000,RAFT RIVER AB ONEMILE CREEK NR MALTA ID,ST,42.0636111,-113.4513889,S,NAD83,4940.0,10.0,NGVD29,17040210.0,1.05974908355828,0.013474212677763883,-0.00010208604860721789,3.895520970098503e-05
43,USGS,13079070,MEADOW CREEK NR SUBLETT ID,ST,42.230748999999996,-113.0824915,F,NAD83,5160.0,20.0,NGVD29,17040210.0,-0.7071067811865474,0.0,0.004667371492980511,0.0
44,USGS,13081500,SNAKE R NR MINIDOKA ID (AT HOWELLS FERRY),ST,42.67277778,-113.50027779999999,S,NAD83,4132.2,0.01,NGVD29,17040209.0,0.5203641985060147,0.03483061350017695,-6.33941754495047e-05,2.9110250190311127e-05
45,USGS,13082500,GOOSE CREEK AB TRAPPER CREEK NR OAKLEY ID,ST,42.1261111,-113.93555559999999,S,NAD83,4770.0,1.0,NGVD29,17040211.0,0.6330856359465113,0.009114329844968622,-7.737418035469534e-05,2.836006006015948e-05
46,USGS,13088000,SNAKE RIVER AT MILNER ID  (TOTAL FLOW),ST,42.52796709,-114.01863859999999,F,NAD83,4062.9,0.01,NGVD29,17040212.0,0.5836224872988828,0.020314811427234177,-7.694877889546681e-05,3.187228763711695e-05
47,USGS,13090000,SNAKE RIVER NR KIMBERLY ID,ST,42.5908333,-114.36027779999999,1,NAD83,3362.67,0.01,NGVD29,17040212.0,0.6704316336726677,0.005304539802840697,-8.247009014243193e-05,2.8112521838717486e-05
48,USGS,13093500,CEDAR DRAW NR FILER (OLD STATION),ST,42.62305556,-114.65416670000002,S,NAD83,3525.0,1.0,NGVD29,17040212.0,0.7071067811865476,0.0,-0.0040406101782088436,0.0
49,USGS,13094000,SNAKE RIVER NR BUHL ID,ST,42.665833299999996,-114.71222220000001,F,NAD83,2951.9,0.01,NGVD29,17040212.0,0.6433277595726054,0.007643849343983531,-7.913708878621797e-05,2.8304808889518794e-05
50,USGS,13112900,HUNTLEY CANYON AT SPENCER ID,ST,44.36380068,-112.1841567,F,NAD83,5950.0,20.0,NGVD29,17040214.0,-0.7071067811865476,0.0,0.003771236166328254,0.0
51,USGS,13117200,"MAIN FORK ABV TIMBER CREEK NR GOLDBURG, ID",ST,44.40158417,-113.4058558,F,NAD83,7300.0,20.0,NGVD29,17040217.0,0.7071067811865474,0.0,-0.003939313544214749,0.0
52,USGS,13118700,LITTLE LOST RIVER BL WET CREEK NR HOWE ID,ST,44.138611100000006,-113.2452778,S,NAD83,5880.0,20.0,NGVD29,17040217.0,0.7626306571350168,0.0014660563058142828,-9.291752146261628e-05,2.7373371263708345e-05
53,USGS,13119000,"LITTLE LOST RIVER NR HOWE, ID",ST,43.87027778,-113.0877778,1,NAD83,5020.0,20.0,NGVD29,17040217.0,0.945636489872385,0.0031568537856147077,-0.0002733624041258281,7.87769914110266e-05
54,USGS,13127000,BIG LOST RIVER BL MACKAY RES NR MACKAY ID,ST,43.93916667,-113.64833329999999,S,NAD83,5946.39,0.01,NGVD29,17040218.0,0.5061351858371725,0.04114939804937236,-6.170073898280318e-05,2.932874106875439e-05
55,USGS,13135000,SNAKE RIVER BL LOWER SALMON FALLS NR HAGERMAN ID,ST,42.84851319,-114.9014473,F,NAD83,2727.7,0.01,NGVD29,17040212.0,0.9460876683898579,3.924971545919818e-05,-0.00011805534548867277,2.5763579749646375e-05
56,USGS,13135200,PRAIRIE CREEK NR KETCHUM ID,ST,43.81657325,-114.5981168,F,NAD83,6800.0,20.0,NGVD29,17040219.0,0.7071067811865475,0.0,-0.0038221988172245807,0.0
57,USGS,13135800,ADAMS GULCH NR KETCHUM ID,ST,43.70546238,-114.39810790000001,F,NAD83,,,,17040219.0,-0.7071067811865476,0.0,0.004099169746008971,0.0
58,USGS,13141400,DEER CREEK NR FAIRFIELD ID,ST,43.369623700000005,-114.7197814,F,NAD83,5085.0,20.0,NGVD29,17040220.0,-0.7071067811865476,0.0,0.004391967585009612,0.0
59,USGS,13141500,CAMAS CREEK NR BLAINE ID,ST,43.33277778,-114.54194440000002,S,NAD83,4870.0,20.0,NGVD29,17040220.0,0.7294698383504092,0.00253921872432554,-8.877028759968474e-05,2.772682817093325e-05
60,USGS,13142500,BIG WOOD RIVER BL MAGIC DAM NR RICHFIELD ID,ST,43.24805556,-114.35666670000002,S,NAD83,4661.6,0.01,NGVD29,17040219.0,0.5214135860631094,0.03614910687770011,-6.454008205957328e-05,2.983883913117138e-05
61,USGS,13147300,MULDOON CREEK NR GARFIELD GUARD STATION ID,ST,43.56879357,-113.9147538,F,NAD83,6310.0,20.0,NGVD29,17040221.0,-0.7071067811865475,0.0,0.0039174890924462465,0.0
62,USGS,13150430,SILVER CREEK AT SPORTSMAN ACCESS NR PICABO ID,ST,43.32336110000001,-114.10835,1,NAD83,4843.0,4.3,NAVD88,17040221.0,0.665071934988649,0.009429617703027067,-9.154711601384093e-05,3.352024508336166e-05
63,USGS,13152500,MALAD RIVER NR GOODING ID,ST,42.88638889,-114.8030556,S,NAD83,3345.0,20.0,NGVD29,17040219.0,0.5848734005983347,0.01725788733795693,-7.136518828605146e-05,2.8837223583606096e-05
64,USGS,13154500,SNAKE RIVER AT KING HILL ID,ST,43.0022222,-115.2025,S,NAD83,2492.3,0.01,NGVD29,17050101.0,0.7803313219260481,0.001000026956931184,-9.548322135814704e-05,2.7036690547436415e-05
65,USGS,13162500,EF JARBIDGE RIVER NR THREE CREEK ID,ST,42.031849799999996,-115.368402,1,NAD83,5150.0,20.0,NGVD29,17050102.0,-0.7071067811865475,0.0,0.003616914481772621,0.0
66,USGS,13167500,EF BRUNEAU RIVER NR HOT SPRING ID,ST,42.55684598,-115.51063,S,NAD83,3864.8,20.0,NGVD29,17050102.0,-0.7071067811865475,0.0,0.0038429716368834103,0.0
67,USGS,13172500,SNAKE RIVER NR MURPHY ID,ST,43.25481389,-116.3906389,5,NAD83,2301.0,4.3,NAVD88,17050103.0,0.8292236757021758,0.0003947181122935036,-0.00010172976923300562,2.651632065968835e-05
68,USGS,13196500,BANNOCK CREEK NR IDAHO CITY ID,ST,43.8083333,-115.775,S,NAD83,4090.0,20.0,NGVD29,17050112.0,-0.7071067811865476,0.0,0.0040406101782088436,0.0
69,USGS,13200500,ROBIE CREEK NR ARROWROCK DAM ID,ST,43.63055556,-116.00194440000001,S,NAD83,3080.0,20.0,NGVD29,17050112.0,-0.6418699268827722,0.018398096058576424,0.00030565234613465344,8.835709374128763e-06
70,USGS,13213100,SNAKE RIVER AT NYSSA OR,ST,43.8761111,-116.9825,S,NAD83,2170.0,20.0,NGVD29,17050115.0,0.7126499861010736,0.006686652396237471,-9.597217335044397e-05,3.339817793844966e-05
71,USGS,13235100,ROCK CREEK AT LOWMAN ID,ST,44.0804532,-115.62594109999999,F,NAD83,4000.0,20.0,NGVD29,17050120.0,-0.7071067811865475,0.0,0.004029098468299416,0.0
72,USGS,13250650,FOURMILE CREEK NR EMMETT ID,ST,44.07322216,-116.4879172,F,NAD83,,,,17050122.0,0.7071067811865475,0.0,-0.003983700175698859,0.0
73,USGS,13251500,WEISER RIVER AT TAMARACK ID,ST,44.94666667,-116.3827778,S,NAD83,4080.0,20.0,NGVD29,17050124.0,-0.6804337425671763,0.00014942125167572383,0.0002470890197426015,1.0093339777831874e-05
74,USGS,13255050,WF WEISER RIVER 1.0 MI ABV MOUTH NR FRUITVALE ID,ST,44.81888889,-116.46055559999999,S,NAD83,3070.0,10.0,NGVD29,17050124.0,-0.7071067811865476,0.0,0.003781319685489559,0.0
75,USGS,13255060,WEISER RIVER NR WHITE SCHOOL NR FRUITVALE ID,ST,44.78599837,-116.4426418,S,NAD83,2980.0,20.0,NGVD29,17050124.0,-0.7071067811865475,0.0,0.0038429716368834103,0.0
76,USGS,13256800,MF WEISER RIVER AB FALL CREEK NR MESA ID,ST,44.64516568,-116.37403059999998,S,NAD83,3230.0,20.0,NGVD29,17050124.0,-0.7071067811865476,0.0,0.004147253848601452,0.0
77,USGS,13260500,LITTLE WEISER R BL MILL CR NR INDIAN VALLEY ID,ST,44.487942700000005,-116.38320039999999,F,NAD83,3280.0,10.0,NGVD29,17050124.0,-0.7071067811865477,0.0,0.004621612948931684,0.0
78,USGS,13261000,LITTLE WEISER RIVER NR INDIAN VALLEY ID,ST,44.49305556,-116.39805559999999,S,NAD83,3250.0,20.0,NGVD29,17050124.0,-0.610833752925692,0.039668822061653244,0.0001815975878284685,1.1330311531461757e-05
79,USGS,13265500,CRANE CREEK AT MOUTH NR WEISER ID,ST,44.29138889,-116.7822222,S,NAD83,2270.0,1.0,NGVD29,17050124.0,0.8475240932904121,0.028565394918851864,-8.125479660900652e-05,3.4138414520167016e-05
80,USGS,13267100,DEER CREEK NR MIDVALE ID,ST,44.390997,-116.88072120000001,F,NAD83,,,,17050124.0,0.7071067811865477,0.0,-0.0039503172133326684,0.0
81,USGS,13289600,E BROWNLEE CREEK AT BROWNLEE RANGER STATION ID,ST,44.73543667,-116.838498,F,NAD83,,,,17050201.0,0.7071067811865476,0.0,-0.004017652165832657,0.0
82,USGS,13290500,SNAKE RIVER NR JOSEPH ID,ST,45.81710089999999,-116.75431200000001,F,NAD83,,,,17060101.0,-0.7071067811865475,0.0,0.00392837100659193,0.0
83,USGS,13292400,BEAVER CREEK NEAR STANLEY ID,ST,43.91935036,-114.81423729999999,1,NAD83,7130.0,20.0,NGVD29,17060201.0,0.7071067811865476,0.0,-0.003906667299373191,0.0
84,USGS,13293350,FOURTH OF JULY CREEK ABV DIVERSIONS NR OBSIDIAN ID,ST,44.04055556,-114.75583329999999,1,NAD83,7460.0,1.0,NGVD29,17060201.0,0.7071067811865475,0.0,-0.0038118963945366438,0.0
85,USGS,13297350,BRUNO CREEK NR CLAYTON ID,ST,44.2975,-114.4813889,S,NAD83,5837.0,20.0,NGVD29,17060201.0,0.8648819599101725,0.0002736204021985632,-0.00010777225920919604,2.718704151023939e-05
86,USGS,13298300,MALM GULCH NR CLAYTON ID,ST,44.35492115,-114.2633937,F,NAD83,5280.0,20.0,NGVD29,17060201.0,-0.7071067811865475,0.0,0.0055897769263758695,0.0
87,USGS,13299200,CHALLIS CREEK BL JEFFS CREEK NR CHALLIS ID,ST,44.561944399999994,-114.28055559999999,S,NAD83,5210.0,10.0,NGVD29,17060201.0,0.7071067811865476,0.0,-0.010174198290453922,0.0
88,USGS,13299255,MORGAN CREEK ABV WF MORGAN CREEK NR CHALLIS ID,ST,44.68388889,-114.2463889,S,NAD83,5605.0,1.0,NGVD29,17060201.0,-0.7071067811865476,0.0,0.004006270714937947,0.0
89,USGS,13299280,MORGAN CREEK ABV SAGE CREEK NR CHALLIS ID,ST,44.665,-114.22833329999999,S,NAD83,5520.0,1.0,NGVD29,17060201.0,-0.7071067811865475,0.0,0.0038852020944315792,0.0
90,USGS,13303500,BIG TIMBER CREEK ABV DIVERSIONS NR LEADORE ID,ST,44.6136111,-113.3972222,S,NAD83,6420.0,20.0,NGVD29,17060204.0,0.7071067811865476,0.0,-0.0038016493612179976,0.0
91,USGS,13308500,MF SALMON RIVER NR CAPEHORN ID,ST,44.408333299999995,-115.17888889999999,1,NAD83,6435.0,20.0,NGVD29,17060205.0,-0.9935325825146476,0.03716782378426808,0.0015391674399917081,0.0003053130906515418
92,USGS,13315500,MUD CREEK NR TAMARACK ID,ST,44.998611100000005,-116.35166670000001,S,NAD83,3990.0,20.0,NGVD29,17060210.0,-0.7071067811865475,0.0,0.0038852020944315792,0.0
93,USGS,13316300,INDIAN CREEK NR POLLOCK ID,ST,45.2804423,-116.35429750000002,F,NAD83,2700.0,20.0,NGVD29,17060210.0,0.7071067811865477,0.0,-0.0039503172133326684,0.0
